2388	2_22.337350325_114.264086293
LIFT29	2_22.3358063703_114.264078502
2366	2_22.3376225605_114.264072836
LIFT30	2_22.3358037959_114.264043797
2527	2_22.3363714358_114.264040256
2418	2_22.3370047211_114.264036714
2427	2_22.3369635319_114.264036714
2446	2_22.3367106039_114.264036714
2526	2_22.3364049021_114.264036714
2535	2_22.3362768292_114.264036714
2543	2_22.3362330656_114.264036714
2545	2_22.3361905891_114.264036714
2547	2_22.3361281616_114.264036714
2553	2_22.3360792493_114.264036714
2566	2_22.3360374164_114.264036714
2595	2_22.3356956741_114.264036714
2601	2_22.3356583463_114.264036714
2602	2_22.3356139391_114.264036714
2604	2_22.3355605217_114.264036714
2605	2_22.335512253_114.264036714
2436	2_22.3368618458_114.264033173
2590	2_22.3357677553_114.264028923
2593	2_22.3357310711_114.264028923
2387	2_22.337350325_114.264023966
2606	2_22.3354865097_114.264022549
2611A	2_22.3354440332_114.264022549
2611	2_22.3353906159_114.264022549
2612A	2_22.3353365549_114.264022549
2612B	2_22.3352972964_114.264022549
2357	2_22.3376843444_114.264018299
2578	2_22.3358102318_114.264007675
2615	2_22.335274771_114.263997051
2577	2_22.3358308264_114.26399351
2397	2_22.3371733398_114.263986427
2571	2_22.3359196408_114.263985011
2572	2_22.3358803823_114.263985011
2386	2_22.3373483943_114.263984303
unknown	2_22.3370896741_114.263984303
2356	2_22.3376843444_114.263980761
2393	2_22.3372692336_114.263980761
2568	2_22.3360200397_114.263980053
2567	2_22.3359904349_114.263980053
2306	2_22.3372344801_114.263916309
2407	2_22.3371115559_114.263916309
2355	2_22.3376843444_114.263889394
2304	2_22.337233193_114.26382565
2406	2_22.3371115559_114.263821401
F2_blockE_1	2_22.3353912595_114.263776071
F2_blockA_1	2_22.3359498892_114.263773947
F2_blockA_2	2_22.3358932539_114.263773947
2303	2_22.3372364109_114.263744199
2405	2_22.3371089815_114.26373995
F2_blockB_1	2_22.3358282521_114.26370312
F2_blockB_2	2_22.3357864192_114.26370312
2301	2_22.3371649732_114.263690371
F2_blockC_1	2_22.3356853767_114.263688954
F2_blockD_1	2_22.3355238375_114.263688954
F2_blockE_2	2_22.3353931902_114.263681872
F2_blockD_2	2_22.3355212632_114.263635126
F2_blockC_2	2_22.3356860203_114.263633001
2111	2_22.3370426925_114.263616711
2112	2_22.3369989289_114.263616711
2130	2_22.3364274275_114.263616711
2105	2_22.3370941791_114.263615294
2124	2_22.3369023915_114.263615294
212E	2_22.3367653084_114.263615294
2126	2_22.3366391662_114.263615294
2128	2_22.3365329751_114.263615294
2132	2_22.3363405439_114.263615294
2134	2_22.3362510859_114.263615294
2136	2_22.336142964_114.263615294
2140	2_22.3360934081_114.263615294
2149	2_22.3360432087_114.263612461
2150	2_22.3359891477_114.263612461
