ec:c8:82:7a:3f:df, 5240, sMobileNet, -54, -54, -54, -54, -54, -54, -54, -54, -54, -54, -52, -52, -52, -52, -53, -53, -53, -53, -54, -54, -54, -54, -58, -58, -58, -58, -54, -54, -54, -54, -54, -54, -54, -54, -54, -54, -54, -54, -53, -53, -55, -55, -55, -55, -52, -52, -52, -52, -54, -54, -54, -53, -53, -53, -53, -55, -55, -55, -55, -58, -58, -58, -56, -56, -56, -56, -55, -55, -55, -55, -56, -56, -53, -53, -53, -53, -53, -53, -53, -53, -54, -54, -54, -54, -54, -54, -56, -56, -56, -56, -58, -58, -55, -55, -55, -55, -55, -55, -55, -55, 
ec:c8:82:7a:3f:dd, 5240, Universities WiFi, -53, -50, -50, -48, -51, -49, -52, -54, -51, -48, -51, -55, -61, -64, -56, -62, -64, -56, -52, -56, -53, -53, -54, -52, -55, -61, -57, -58, -50, -53, -56, -49, -53, -57, -57, -49, -49, -53, -52, -51, -52, -48, -47, -56, -48, -52, -57, -53, -49, -51, -51, -52, -56, -54, -57, -56, -53, -56, -53, -53, -53, -53, -57, -62, -58, -52, -52, -48, -50, -52, -53, -53, -53, -54, -52, -54, -52, -51, -53, -55, -55, -59, -60, -57, -59, -61, -54, -55, -51, -52, -53, -56, -60, -54, -58, -58, -58, -58, -54, -51, 
ec:c8:82:7a:3f:da, 5240, Alumni, -54, -50, -50, -48, -51, -48, -51, -53, -51, -48, -51, -55, -59, -63, -55, -59, -63, -56, -50, -55, -53, -53, -53, -51, -55, -62, -58, -57, -49, -52, -56, -49, -54, -56, -55, -50, -50, -54, -53, -51, -51, -48, -48, -56, -48, -51, -58, -54, -50, -52, -51, -52, -56, -55, -56, -56, -54, -54, -53, -53, -53, -53, -55, -60, -60, -52, -52, -48, -50, -52, -53, -53, -52, -53, -52, -53, -52, -50, -53, -55, -53, -57, -59, -57, -57, -61, -54, -55, -51, -52, -52, -56, -58, -54, -57, -57, -56, -56, -52, -52, 
ec:c8:82:7a:3f:db, 5240, eduroam, -56, -52, -52, -50, -53, -50, -54, -56, -53, -49, -51, -56, -62, -65, -57, -62, -66, -58, -53, -58, -55, -55, -56, -54, -58, -62, -57, -58, -51, -55, -58, -52, -56, -57, -57, -52, -52, -56, -55, -53, -53, -50, -49, -58, -50, -54, -60, -55, -51, -53, -53, -54, -58, -56, -58, -58, -56, -55, -55, -55, -56, -55, -58, -66, -62, -54, -54, -50, -52, -54, -55, -55, -55, -56, -54, -54, -54, -54, -54, -58, -56, -60, -61, -59, -60, -64, -56, -54, -53, -54, -55, -59, -62, -55, -57, -58, -58, -58, -55, -53, 
ec:c8:82:7a:df:6f, 5180, sMobileNet, -67, -66, -68, -68, -68, -68, -72, -72, -72, -65, -65, -65, -67, -67, -67, -66, -66, -66, -66, -66, -66, -66, -65, -65, -65, -65, -64, -64, -63, -63, -63, -63, -62, -63, -63, -63, -71, -65, -64, -64, -66, -66, -65, -67, -67, -67, -67, -64, -66, -64, -64, -67, -67, -67, -64, -64, -66, -64, -65, -64, -68, -68, -69, -66, -66, -66, -66, -66, -68, -66, -66, -64, -64, -64, -65, -65, -65, -65, -65, -64, -64, -66, -66, -66, -66, -66, -68, -64, -61, -65, -65, -64, -66, -66, -66, -66, -64, -63, -63, -63, 
ec:c8:82:7a:df:6b, 5180, eduroam, -64, -66, -68, -68, -68, -68, -68, -68, -71, -65, -68, -68, -69, -69, -69, -67, -67, -67, -66, -66, -66, -66, -64, -68, -67, -67, -65, -65, -64, -64, -64, -64, -63, -63, -62, -63, -63, -64, -66, -66, -66, -66, -66, -66, -66, -66, -66, -65, -67, -66, -66, -68, -67, -67, -65, -65, -67, -67, -67, -66, -70, -70, -70, -66, -66, -66, -66, -66, -66, -66, -66, -66, -66, -66, -67, -67, -67, -65, -66, -66, -66, -67, -67, -67, -67, -67, -67, -66, -63, -67, -67, -65, -65, -65, -65, -67, -65, -65, -65, -65, 
90:72:40:16:f6:36, 2462, PAO, -86, -86, -81, -82, -86, -88, -84, -88, -84, -86, -86, -86, -86, -86, -86, -80, -80, -82, -85, -86, -82, -86, -80, -81, -85, -86, -83, -86, -86, -81, -84, -86, -89, -89, -82, -83, -83, -81, -88, -80, -83, -85, -84, -80, -80, -80, -81, -81, -81, -77, -76, -77, -79, -79, -84, -82, -84, -83, -88, -80, -78, -77, -78, -78, -78, -77, -77, -83, -81, -79, -78, -75, -79, -76, -80, -88, -79, -77, -81, -81, -78, -78, -78, -80, -78, -86, -85, -81, -83, -78, -74, -80, -83, -80, -77, -80, -80, -80, -80, -77, 
ec:c8:82:7a:3f:dc, 5240, Y5ZONE, -53, -49, -50, -48, -51, -48, -51, -53, -51, -48, -51, -55, -59, -62, -54, -59, -63, -56, -52, -56, -53, -53, -53, -52, -56, -62, -58, -57, -49, -53, -56, -50, -54, -55, -55, -50, -50, -54, -53, -51, -51, -48, -48, -56, -49, -52, -59, -54, -50, -51, -51, -53, -56, -55, -56, -56, -54, -54, -53, -53, -53, -53, -57, -61, -61, -53, -52, -48, -50, -51, -53, -53, -52, -53, -52, -54, -52, -51, -54, -55, -53, -57, -60, -57, -58, -62, -54, -54, -51, -52, -53, -56, -59, -55, -57, -56, -55, -55, -53, -51, 
ec:c8:82:7a:3f:de, 5240, PCCW, -53, -49, -51, -49, -51, -49, -51, -53, -51, -49, -51, -55, -59, -62, -54, -58, -63, -57, -52, -56, -53, -53, -53, -53, -55, -62, -58, -56, -49, -52, -56, -49, -54, -55, -55, -50, -50, -54, -53, -52, -52, -49, -48, -56, -49, -53, -59, -54, -49, -52, -51, -53, -56, -56, -56, -56, -54, -54, -53, -53, -53, -53, -55, -60, -60, -52, -52, -48, -51, -52, -54, -54, -52, -54, -53, -54, -54, -52, -55, -55, -54, -59, -60, -57, -58, -62, -54, -55, -52, -53, -55, -58, -59, -55, -58, -57, -56, -56, -54, -53, 
ec:c8:82:7a:3f:d1, 2462, PCCW, -52, -49, -49, -49, -50, -51, -53, -53, -52, -52, -52, -54, -50, -50, -49, -48, -50, -51, -53, -50, -48, -48, -48, -52, -53, -54, -52, -49, -52, -52, -50, -52, -49, -49, -51, -51, -54, -54, -52, -50, -51, -51, -51, -49, -51, -55, -52, -53, -53, -50, -51, -51, -53, -49, -51, -51, -51, -51, -50, -48, -46, -46, -46, -47, -49, -49, -52, -52, -50, -51, -54, -53, -54, -57, -54, -55, -55, -51, -53, -49, -48, -48, -48, -50, -49, -51, -55, -54, -53, -53, -49, -52, -52, -48, -47, -47, -47, -47, -46, -48, 
