00:25:84:22:fb:4f, 56, sMobileNet, -77, -74, -73, -74, -75, -74, -75, -75, -74, -74, -74, -74, -75, -75, -73, -73, -74, -75, -73, -74, -74, -75, -75, -73, -76, -77, -74, -76, -78, -78, -78, -75, -74, -75, -75, -74, -73, -74, -76, -75, -70, -70, -69, -71, -76, -76, -75, -76, -76, -76, -75, -73, -74, -75, -75, -76, -75, -75, -73, -74, -74, -74, -74, -73, -74, -75, -74, -75, -75, -76, -74, -76, -75, -75, -74, -75, -75, -74, -75, -75, -74, -74, -75, -76, -73, -75, -74, -75, -75, -75, -70, -71, -71, -72, -72, -71, -70, -71, -72, -72, 
00:25:84:23:1a:8e, 48, Universitie, -66, -65, -65, -65, -65, -62, -62, -66, -67, -65, -68, -71, -68, -67, -67, -68, -69, -67, -67, -68, -67, -66, -66, -69, -67, -67, -67, -65, -67, -66, -67, -67, -67, -67, -67, -67, -66, -64, -71, -65, -66, -65, -66, -66, -67, -67, -67, -65, -66, -68, -65, -65, -64, -64, -66, -65, -65, -65, -65, -65, -65, -65, -66, -67, -67, -68, -67, -66, -69, -72, -68, -66, -67, -65, -65, -66, -64, -65, -68, -68, -68, -66, -65, -65, -66, -65, -65, -65, -64, -74, -65, -69, -66, -66, -67, -67, -64, -67, -65, -65, 
00:0f:cb:a8:4d:6a, 2, MTRECWIFI, -81, -81, -81, -83, -83, -79, -80, -76, -80, -78, -80, -78, -78, -78, -80, -80, -79, -79, -80, -80, -80, -79, -79, -86, -80, -79, -79, -78, -79, -78, -79, -79, -78, -78, -79, -79, -78, -77, -76, -80, -82, -77, -77, -77, -75, -81, -79, -80, -79, -82, -82, -80, -80, -78, -81, -80, -82, -78, -81, -80, -79, -79, -83, -78, -78, -78, -80, -78, -79, -80, -80, -78, -79, -79, -79, -80, -81, -81, -81, -81, -79, -81, -79, -79, -79, -77, -84, -76, -83, -76, -78, -77, -78, -78, -81, -81, -79, -79, -83, -78, 
00:25:84:23:1a:8f, 48, sMobileNet, -66, -64, -65, -64, -65, -62, -62, -67, -66, -65, -67, -70, -69, -67, -67, -68, -68, -67, -68, -67, -67, -66, -66, -69, -67, -66, -66, -64, -66, -66, -68, -67, -67, -67, -67, -66, -66, -65, -72, -66, -66, -64, -66, -66, -67, -68, -68, -65, -66, -69, -65, -65, -65, -64, -67, -64, -65, -65, -64, -65, -65, -65, -66, -67, -67, -68, -67, -66, -70, -72, -68, -66, -67, -64, -66, -65, -64, -66, -67, -67, -69, -66, -65, -65, -65, -64, -65, -66, -64, -74, -66, -69, -67, -66, -66, -67, -64, -66, -65, -64, 
00:25:84:23:1b:f0, 11, sMobileNet, -45, -45, -45, -45, -45, -45, -45, -45, -45, -48, -48, -49, -49, -49, -49, -47, -47, -46, -47, -47, -47, -47, -47, -47, -48, -49, -49, -49, -49, -49, -49, -49, -50, -50, -50, -48, -48, -47, -47, -49, -49, -46, -46, -46, -46, -46, -47, -47, -44, -46, -46, -46, -46, -46, -46, -46, -47, -47, -47, -47, -48, -48, -47, -47, -47, -47, -47, -47, -47, -47, -47, -47, -47, -47, -47, 0, 0, 0, 0, -46, -46, -46, -46, -47, -47, -47, -47, -47, -47, -47, -47, -48, -48, -48, -48, -48, -48, -48, -48, -48, 
54:27:1e:0b:82:06, 6, IARC_HKUST, -86, -86, -86, -86, -86, -86, -86, -86, -86, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -86, -86, -86, -86, -86, -86, -88, -88, -87, -87, -87, -87, -87, -88, -88, -88, -88, -88, -88, -88, -88, -88, -88, -87, -86, -86, -86, -86, -86, -86, -86, -88, -87, -87, -86, -86, -86, -85, -85, -85, -85, -85, -85, -85, -85, -85, -85, -87, -87, -87, -87, -87, -87, -87, -87, -85, -85, -85, -88, -85, -85, -85, -85, -85, -85, -85, -85, -85, -85, -85, 
00:25:84:23:1f:01, 11, Universitie, -70, -70, -73, -72, -72, -74, -74, -74, -74, -70, -70, -70, -70, -74, -74, -72, -72, -72, -71, -71, -71, -71, -71, -72, -72, -72, -72, -71, -71, -71, -71, -71, -72, -72, -72, -72, -72, -70, -70, -70, -70, -72, -72, -72, -72, -72, -71, -71, -71, -71, -71, -71, -71, -71, -71, -71, 0, 0, 0, -77, -73, -73, -73, -73, -75, -75, -75, -75, -75, -75, -75, -75, -75, -75, 0, 0, 0, -74, -74, -74, -74, -74, -74, -74, -74, -74, -74, 0, 0, 0, 0, 0, 0, 0, 0, 0, -72, -72, -72, -71, 
00:25:84:23:19:a1, 11, Universitie, -59, -59, -59, -59, -59, -59, -59, -59, -59, -59, -59, -61, -61, -59, -59, -59, -60, -60, -60, -60, -60, -60, -61, -61, -62, -62, -62, -62, -62, -60, -60, -60, -60, -60, -60, -59, -59, -61, -61, -60, -60, -60, -60, -60, -60, -60, -59, -59, -59, -59, -59, -63, -63, -63, -63, -63, -62, -62, -62, -62, -63, -63, -61, -61, -63, -62, -62, -62, -62, -62, -62, -62, -62, -62, -62, 0, 0, -64, -64, -64, -64, -61, -61, -61, -61, -61, -61, -61, -61, -61, -61, -60, -60, -60, -60, -60, -61, -61, -60, -60, 
00:25:45:a3:5e:e1, 11, Universitie, -66, -67, -67, -67, -67, -68, -68, -68, -68, -68, -68, -68, -69, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -67, -68, -68, -69, -69, -68, -68, -68, -69, -69, -69, -68, -68, -70, -70, -67, -67, -67, -67, -67, -67, -71, -68, -68, -67, -68, -68, -68, -69, -69, -69, -69, -67, -67, -67, -67, -67, -67, -67, -67, -68, -68, -68, -68, -67, -71, -71, -71, -68, -70, -70, -70, -69, -69, -69, -69, -70, -69, -68, -68, -68, -68, -68, -68, -68, -68, -69, -68, -68, -68, -68, -68, -67, -67, -66, -66, 
00:25:84:23:1f:1e, 44, Universitie, -80, -82, -80, -80, -80, -77, -77, -77, -77, -82, -82, -83, -83, -77, -81, -82, -82, -82, -81, -81, -81, -83, -82, -81, -81, -82, -81, -83, -83, -80, -81, -81, -80, -80, -81, -81, -81, -81, -81, -82, -82, -80, -80, -80, -81, -81, -80, -80, -83, -81, -81, -81, -81, -81, -81, -81, -82, -82, -82, -82, -82, -82, -78, -78, -81, -82, -82, -78, -78, -78, -78, -81, -79, -79, -79, -79, -79, -80, -80, -82, -82, -83, -83, -81, -80, -82, -79, -80, -80, -80, -80, -80, -80, -80, -80, -80, -80, -80, -82, -82, 
