b4:14:89:ff:06:d3, 1, Y5ZONE, -44, -56, -38, -45, -59, -62, -59, -43, -45, -60, -56, -57, -44, -56, -42, -59, -61, -57, -57, -59, -62, -43, -42, -59, -59, -46, -60, -60, -59, -44, -44, -57, -47, -61, -45, -44, -60, -61, -59, -59, -44, -55, -44, -58, -42, -58, -45, -45, -59, -59, -60, -46, -57, -58, -60, -62, -60, -42, -58, -46, -43, -47, -58, -60, -46, -62, -61, -62, -60, -60, -59, -41, -57, -58, -60, -59, -43, -57, -45, -61, -59, -46, -60, -43, -59, -46, -58, -43, -63, -60, -60, -60, -59, -44, -60, -58, -58, -64, -64, -47, -60, -59, -45, -43, -42, -53, -62, -57, -59, -45, -59, -59, -57, -56, -61, -59, -59, -44, -47, -48, -60, -45, -61, -59, -46, -60, -61, -61, -61, -61, -61, -46, -43, -59, -44, -59, -44, -45, -45, -56, -59, -46, -60, -61, -45, -46, -56, -60, -59, -63, -58, -59, -61, -61, -46, -60, -44, -58, -60, -60, -59, -60, -59, -44, -55, -44, -42, -43, -43, -58, -59, -57, -58, -45, -60, -45, -59, -47, -61, -48, -58, -61, -59, -59, -63, -47, -60, -47, -43, -61, -41, -58, -59, -59, -54, -55, -45, -60, -62, -60, -60, -59, -60, -47, -60, -59, -59, -42, -44, -58, -56, -58, -54, -59, -61, -59, -58, -60, -44, -59, -58, -58, -59, -44, -57, -57, -44, -43, -59, -42, -54, -60, -43, -45, -56, -58, -43, -43, -55, -58, -59, -46, -60, -60, -60, -59, -58, -59, -60, -58, -61, -58, -58, -59, -59, -59, -43, -44, -58, -58, -58, -56, -60, -59, -57, -59, -45, -45, -58, -59, -57, -58, -60, -56, -57, -56, -58, -59, -57, -59, -47, -62, -61, -49, -59, -46, -59, -60, -60, -44, -58, -60, -48, -61, -58, -45, -61, -47, -61, -46, 
34:bd:c8:8c:fc:11, 6, PCCW, -23, -41, -24, -23, -42, -42, -24, -41, -24, -42, -40, -22, -42, -23, -40, -42, -26, -25, -42, -38, -41, -42, -41, -41, -42, -23, -23, -24, -42, -42, -24, -40, -24, -42, -44, -41, -41, -42, -42, -41, -25, -42, -41, -39, -42, -41, -41, -43, -41, -42, -42, -25, -40, -42, -25, -26, -26, -26, -25, -26, -43, -43, -43, -25, -43, -43, -44, -41, -25, -42, -43, -42, -42, -40, -42, -42, -25, -41, -42, -43, -43, -42, -44, -42, -43, -42, -41, -42, -26, -25, -40, -41, -42, -25, -25, -25, -25, -26, -26, -25, -25, -25, -25, -26, -25, -24, -26, -25, -25, -25, -26, -26, -26, -25, -25, -25, -41, -23, -23, -25, -25, -23, -25, -24, -24, -40, -24, -25, -24, -24, -24, -26, -25, -44, -25, -26, -25, -25, -25, -25, -25, -28, -25, -25, -41, -25, -24, -25, -25, -24, -25, -25, -24, -23, -25, -25, -25, -25, -25, -25, -26, -25, -26, -25, -26, -24, -25, -26, -26, -25, -25, -22, -25, -24, -24, -26, -25, -25, -25, -24, -26, -24, -25, -25, -24, -25, -25, -25, -25, -26, -25, -25, -25, -25, -29, -25, -25, -24, -26, -42, -25, -24, -25, -24, -25, -25, -23, -25, -25, -24, -24, -24, -24, -24, -25, -24, -24, -24, -24, -24, -25, -39, -25, -24, -25, -24, -24, -25, -24, -24, -24, -23, -23, -25, -24, -24, -24, -24, -23, -23, -23, -24, -24, -24, -24, -26, -24, -25, -25, -24, -24, -40, -24, -25, -22, -25, -23, -24, -25, -24, -25, -22, -25, -24, -25, -40, -27, -25, -24, -26, -24, -25, -26, -42, -44, -42, -24, -28, -25, -25, -45, -27, -26, -30, -27, -26, -27, -26, -26, -25, -24, -26, -26, -24, -25, -25, -24, -24, -24, -25, 
00:1f:ca:5d:4d:0a, 40, Alumni, -55, -56, -56, -54, -58, -54, -56, -55, -55, -57, -57, -57, -58, -55, -56, -54, -56, -56, -56, -54, -56, -55, -57, -55, -56, -55, -56, -55, -58, -54, -55, -53, -60, -55, -57, -55, -55, -54, -55, -54, -56, -55, -58, -56, -56, -56, -54, -56, -55, -54, -71, -56, -54, -55, -53, -56, -57, -55, -55, -54, -53, -55, -55, -55, -53, -54, -55, -53, -54, -56, -56, -54, -54, -55, -53, -55, -55, -54, -55, -55, -55, -53, -55, -53, -56, -56, -56, -54, -56, -55, -56, -54, -54, -56, -55, -56, -55, -56, -55, -54, -57, -56, -56, -57, -56, -54, -55, -54, -57, -56, -56, -57, -56, -56, -56, -55, -54, -54, -55, -55, -56, -55, -52, -56, -54, -54, -53, -55, -53, -53, -55, -54, -55, -56, -58, -57, -53, -58, -55, -55, -56, -53, -56, -57, -55, -53, -53, -55, -54, -55, -53, -55, -54, -55, -53, -53, -55, -57, -58, -56, -56, -57, -56, -55, -58, -56, -56, -55, -57, -56, -57, -55, -54, -54, -55, -54, -54, -54, -57, -57, -54, -55, -55, -56, -53, -58, -54, -55, -55, -54, -55, -57, -55, -55, -54, -57, -55, -55, -56, -56, -56, -54, -53, -56, -54, -55, -56, -55, -53, -56, -57, -55, -55, -55, -56, -55, -54, -57, -55, -54, -53, -54, -56, -55, -54, -56, -55, -55, -55, -55, -54, -55, -55, -54, -56, -56, -55, -56, -58, -52, -57, -53, -55, -55, -55, -56, -57, -55, -54, -54, -55, -55, -55, -56, -56, -55, -55, -56, -59, -59, -55, -56, -55, -54, -55, -59, -59, -55, -55, -56, -54, -56, -60, -61, -61, -57, -59, -59, -62, -57, -60, -60, -59, -60, -59, -60, -59, -59, -61, -62, -59, -60, -61, -60, -61, -59, -60, -61, -62, -59, 
34:bd:c8:8c:fc:1f, 40, sMobileNet, -37, -36, -37, -36, -36, -37, -38, -37, -37, -37, -36, -37, -36, -36, -36, -36, -37, -36, -36, -38, -36, -38, -37, -37, -37, -36, -36, -36, -37, -36, -37, -38, -34, -37, -36, -36, -38, -38, -38, -38, -37, -36, -36, -36, -35, -36, -36, -35, -36, -37, -38, -37, -36, -37, -37, -36, -36, -36, -35, -36, -36, -36, -36, -36, -36, -36, -37, -36, -36, -36, -36, -36, -37, -36, -37, -36, -36, -38, -37, -37, -35, -37, -37, -36, -36, -36, -37, -37, -55, -36, -36, -36, -35, -36, -37, -38, -36, -36, -36, -36, -36, -36, -36, -36, -38, -37, -35, -37, -37, -38, -37, -36, -36, -36, -36, -37, -36, -36, -36, -36, -35, -34, -34, -34, -35, -36, -35, -35, -35, -34, -38, -35, -36, -36, -35, -35, -36, -36, -36, -35, -37, -37, -37, -36, -40, -38, -37, -38, -37, -37, -36, -36, -36, -36, -38, -36, -37, -36, -37, -36, -37, -37, -36, -37, -36, -36, -37, -38, -36, -36, -36, -38, -36, -36, -37, -37, -37, -36, -36, -36, -37, -37, -38, -36, -37, -37, -37, -37, -37, -37, -37, -37, -35, -35, -37, -37, -37, -37, -36, -37, -36, -36, -36, -38, -37, -37, -38, -37, -36, -37, -37, -36, -37, -37, -56, -39, -37, -37, -37, -38, -38, -38, -36, -37, -37, -37, -37, -37, -37, -36, -36, -37, -37, -37, -36, -37, -37, -37, -36, -36, -39, -37, -38, -37, -37, -40, -36, -36, -36, -38, -37, -37, -37, -38, -37, -36, -37, -38, -36, -36, -37, -37, -38, -36, -37, -36, -36, -37, -37, -38, -37, -40, -37, -35, -35, -36, -36, -37, -34, -35, -35, -36, -35, -37, -35, -37, -37, -39, -35, -35, -36, -36, -36, -35, -36, -39, -38, -36, -35, -35, 
34:bd:c8:8c:fc:1b, 40, eduroam, -36, -36, -37, -37, -37, -37, -37, -37, -36, -36, -36, -36, -36, -37, -37, -36, -36, -36, -36, -38, -36, -38, -36, -36, -38, -37, -36, -36, -36, -37, -37, -38, -34, -38, -37, -35, -37, -37, -37, -37, -37, -36, -38, -39, -35, -37, -37, -36, -37, -37, -37, -36, -35, -36, -37, -36, -36, -37, -36, -37, -37, -36, -37, -36, -35, -36, -36, -35, -36, -37, -37, -36, -37, -36, -36, -36, -37, -37, -36, -36, -37, -36, -36, -36, -37, -36, -36, -37, -36, -36, -37, -36, -36, -37, -36, -37, -36, -35, -36, -37, -36, -37, -36, -37, -37, -37, -35, -35, -36, -36, -37, -36, -36, -38, -37, -38, -36, -35, -36, -35, -36, -35, -35, -35, -35, -35, -34, -35, -36, -35, -37, -36, -37, -37, -36, -37, -34, -35, -36, -36, -37, -37, -37, -37, -38, -37, -37, -38, -36, -36, -37, -37, -37, -37, -37, -36, -37, -37, -37, -37, -37, -37, -36, -37, -36, -35, -36, -37, -37, -36, -38, -38, -38, -37, -37, -36, -36, -36, -35, -37, -36, -37, -36, -38, -37, -36, -37, -37, -37, -35, -36, -38, -37, -36, -36, -37, -37, -38, -37, -37, -37, -37, -37, -37, -37, -37, -37, -37, -36, -36, -36, -36, -36, -36, -37, -37, -37, -37, -37, -38, -36, -38, -36, -37, -37, -38, -36, -37, -37, -36, -37, -38, -38, -37, -36, -36, -37, -37, -37, -36, -37, -36, -37, -38, -37, -41, -37, -37, -37, -37, -37, -37, -37, -37, -38, -36, -37, -37, -37, -36, -36, -36, -39, -37, -38, -36, -36, -38, -37, -38, -37, -40, -36, -37, -34, -37, -37, -36, -36, -36, -35, -34, -36, -38, -35, -37, -36, -37, -33, -35, -36, -36, -35, -36, -36, -39, -38, -36, -37, -36, 
00:1f:ca:5d:4d:0f, 40, sMobileNet, -54, -57, -53, -55, -57, -54, -54, -55, -70, -55, -55, -55, -55, -56, -71, -54, -55, -55, -57, -54, -54, -57, -70, -56, -54, -54, -54, -55, -71, -55, -55, -53, -53, -55, -55, -55, -55, -55, -54, -51, -57, -56, -72, -72, -56, -58, -54, -54, -69, -69, -55, -55, -54, -55, -54, -55, -71, -55, -55, -54, -54, -56, -56, -56, -53, -55, -54, -54, -54, -54, -55, -55, -55, -55, -55, -55, -54, -54, -55, -55, -54, -54, -56, -56, -56, -55, -55, -55, -55, -55, -56, -54, -55, -56, -56, -56, -56, -56, -53, -53, -53, -57, -57, -57, -71, -71, -55, -55, -55, -55, -55, -57, -57, -57, -71, -71, -56, -54, -57, -55, -55, -55, -53, -54, -54, -54, -54, -54, -54, -54, -55, -53, -55, -57, -57, -57, -57, -57, -55, -55, -55, -54, -54, -57, -56, -56, -53, -53, -55, -71, -71, -55, -55, -54, -54, -54, -55, -71, -57, -55, -55, -56, -71, -55, -58, -56, -56, -71, -57, -56, -58, -55, -54, -53, -53, -55, -55, -54, -58, -58, -55, -55, -55, -55, -57, -59, -54, -55, -55, -55, -71, -57, -55, -55, -55, -57, -57, -55, -56, -56, -70, -54, -54, -54, -54, -55, -55, -55, -53, -56, -56, -54, -72, -72, -57, -55, -55, -56, -56, -54, -53, -54, -55, -54, -71, -71, -54, -55, -55, -55, -54, -55, -54, -54, -55, -55, -56, -56, -58, -58, -56, -56, -55, -53, -55, -56, -56, -56, -55, -55, -70, -55, -55, -70, -70, -55, -54, -55, -59, -59, -55, -55, -55, -54, -55, -58, -58, -54, -56, -55, -54, -54, -73, -73, -60, -57, -61, -61, -61, -60, -59, -59, -59, -59, -59, -60, -59, -60, -60, -62, -62, -62, -60, -60, -61, -59, -59, -61, -61, -57, 
34:bd:c8:8c:fc:1d, 40, Universitie, -37, -37, -37, -36, -37, -37, -36, -35, -37, -37, -36, -36, -37, -36, -36, -36, -36, -37, -36, -38, -37, -36, -36, -38, -36, -37, -37, -36, -38, -37, -37, -38, -34, -36, -38, -34, -37, -37, -37, -37, -36, -37, -37, -35, -35, -37, -36, -36, -35, -36, -37, -37, -36, -36, -36, -36, -36, -37, -36, -37, -36, -37, -35, -36, -36, -37, -36, -36, -36, -36, -36, -36, -36, -36, -35, -37, -36, -36, -37, -36, -37, -37, -36, -36, -36, -36, -37, -36, -37, -36, -36, -36, -36, -36, -37, -36, -39, -36, -36, -37, -36, -36, -36, -36, -37, -36, -35, -35, -37, -36, -36, -35, -36, -37, -36, -38, -35, -35, -35, -36, -36, -36, -34, -35, -34, -35, -35, -34, -35, -34, -37, -35, -36, -38, -36, -35, -35, -35, -34, -35, -36, -37, -36, -37, -37, -37, -36, -37, -37, -37, -36, -38, -37, -36, -36, -36, -37, -36, -37, -36, -37, -37, -36, -37, -37, -35, -35, -37, -37, -37, -36, -38, -37, -37, -38, -37, -37, -36, -37, -37, -37, -37, -37, -37, -38, -37, -36, -38, -37, -36, -37, -38, -36, -35, -35, -36, -37, -38, -37, -38, -36, -37, -37, -38, -37, -56, -37, -38, -36, -37, -36, -36, -38, -37, -37, -37, -37, -37, -38, -38, -37, -38, -36, -37, -38, -37, -38, -38, -37, -37, -37, -37, -36, -38, -38, -37, -37, -37, -37, -36, -38, -37, -36, -37, -38, -42, -37, -37, -37, -37, -37, -37, -38, -38, -38, -37, -37, -38, -36, -36, -36, -37, -37, -38, -38, -37, -36, -38, -36, -38, -36, -40, -36, -35, -35, -37, -36, -36, -36, -35, -35, -37, -35, -37, -35, -37, -38, -37, -34, -35, -37, -36, -36, -36, -37, -38, -35, -36, -37, -35, 
00:1f:ca:5d:4d:0d, 40, Universitie, -56, -57, -54, -54, -58, -55, -56, -55, -55, -55, -55, -54, -58, -58, -56, -54, -55, -57, -56, -54, -56, -56, -55, -70, -55, -55, -56, -56, -58, -55, -54, -52, -59, -59, -58, -55, -55, -55, -54, -51, -56, -55, -57, -57, -57, -56, -54, -54, -55, -55, -54, -56, -54, -55, -54, -56, -56, -56, -55, -54, -70, -55, -55, -55, -54, -55, -55, -54, -56, -56, -56, -70, -55, -54, -55, -55, -54, -56, -56, -55, -55, -52, -57, -54, -56, -55, -54, -55, -56, -55, -56, -54, -55, -56, -54, -56, -55, -55, -55, -55, -57, -56, -56, -58, -56, -56, -56, -54, -56, -55, -56, -57, -56, -55, -55, -55, -55, -55, -56, -56, -55, -56, -52, -55, -54, -54, -53, -55, -53, -54, -55, -53, -72, -56, -57, -57, -53, -57, -55, -55, -55, -54, -56, -56, -56, -54, -53, -56, -56, -54, -54, -55, -55, -55, -54, -54, -55, -57, -57, -55, -56, -56, -56, -56, -57, -56, -54, -56, -56, -57, -57, -56, -54, -54, -54, -55, -56, -54, -73, -57, -55, -55, -57, -57, -57, -58, -58, -55, -56, -55, -56, -56, -55, -56, -55, -57, -56, -56, -72, -56, -56, -56, -55, -56, -55, -56, -55, -55, -55, -57, -56, -55, -54, -55, -55, -56, -55, -55, -55, -54, -53, -54, -55, -54, -54, -56, -55, -56, -55, -56, -54, -55, -55, -55, -71, -55, -55, -57, -58, -54, -54, -54, -55, -54, -54, -57, -72, -56, -54, -55, -55, -55, -56, -56, -56, -55, -54, -56, -58, -58, -54, -56, -56, -54, -56, -59, -59, -54, -55, -56, -70, -56, -61, -61, -60, -58, -61, -59, -59, -58, -59, -59, -59, -59, -57, -61, -59, -60, -62, -62, -60, -60, -60, -60, -61, -59, -61, -60, -62, -57, 
34:bd:c8:8c:fc:1e, 40, PCCW, -37, -36, -37, -36, -36, -35, -36, -37, -37, -36, -36, -36, -37, -36, -36, -36, -36, -37, -36, -38, -37, -37, -36, -37, -37, -37, -36, -37, -37, -37, -37, -38, -33, -36, -38, -36, -38, -37, -37, -37, -35, -35, -36, -36, -35, -36, -37, -35, -36, -36, -38, -38, -36, -35, -35, -36, -38, -37, -35, -36, -37, -36, -36, -36, -36, -37, -37, -36, -37, -36, -35, -36, -36, -36, -36, -36, -37, -36, -37, -36, -37, -36, -36, -37, -36, -37, -36, -36, -36, -36, -37, -36, -36, -37, -37, -35, -37, -35, -36, -37, -37, -36, -36, -37, -38, -36, -34, -36, -37, -36, -35, -36, -37, -36, -37, -38, -36, -34, -35, -35, -35, -35, -35, -35, -34, -35, -36, -35, -34, -34, -38, -36, -37, -36, -34, -37, -35, -34, -36, -36, -36, -37, -37, -36, -37, -37, -37, -36, -37, -37, -37, -37, -37, -36, -37, -35, -37, -37, -37, -36, -37, -37, -36, -37, -38, -36, -36, -38, -37, -37, -36, -36, -37, -37, -38, -37, -37, -36, -36, -36, -36, -37, -37, -37, -37, -37, -36, -37, -37, -36, -37, -38, -36, -36, -35, -37, -37, -36, -36, -55, -38, -37, -37, -37, -36, -37, -37, -35, -37, -36, -37, -36, -36, -37, -37, -38, -37, -36, -38, -36, -36, -38, -36, -36, -37, -37, -37, -37, -38, -37, -35, -37, -38, -38, -37, -36, -37, -37, -37, -36, -36, -37, -37, -36, -36, -56, -37, -38, -37, -37, -38, -38, -37, -36, -37, -37, -37, -36, -37, -36, -39, -36, -37, -36, -37, -37, -34, -38, -37, -39, -37, -40, -37, -37, -35, -36, -36, -36, -33, -35, -38, -36, -36, -37, -35, -38, -36, -36, -34, -35, -37, -36, -36, -35, -36, -36, -37, -36, -35, -36, 
00:1f:ca:5d:4d:0e, 40, PCCW, -55, -56, -54, -53, -58, -54, -56, -56, -54, -54, -56, -56, -57, -55, -56, -54, -56, -56, -56, -53, -55, -56, -56, -55, -55, -55, -56, -56, -57, -54, -55, -54, -59, -54, -58, -55, -54, -54, -55, -52, -57, -56, -57, -57, -56, -56, -53, -54, -55, -54, -54, -56, -54, -55, -54, -56, -56, -55, -56, -56, -54, -55, -54, -55, -53, -55, -55, -54, -54, -56, -55, -55, -55, -54, -69, -56, -55, -55, -55, -56, -55, -53, -56, -54, -57, -55, -54, -54, -56, -55, -55, -54, -54, -56, -54, -57, -54, -56, -55, -55, -57, -56, -57, -58, -55, -54, -55, -55, -56, -56, -56, -56, -56, -55, -56, -55, -53, -54, -57, -55, -56, -55, -52, -54, -54, -53, -54, -54, -53, -55, -55, -53, -55, -56, -57, -56, -54, -58, -55, -55, -55, -54, -56, -57, -55, -55, -54, -56, -54, -55, -53, -55, -55, -55, -53, -54, -55, -57, -57, -55, -56, -57, -56, -57, -56, -56, -55, -56, -57, -57, -58, -55, -55, -53, -54, -54, -55, -54, -58, -56, -54, -55, -55, -58, -55, -58, -55, -55, -55, -55, -57, -56, -55, -57, -55, -57, -55, -55, -56, -56, -56, -55, -54, -56, -56, -55, -55, -55, -53, -57, -56, -54, -56, -55, -56, -56, -56, -56, -55, -54, -54, -54, -55, -54, -53, -56, -55, -56, -55, -56, -55, -56, -56, -55, -54, -56, -55, -56, -58, -54, -56, -53, -55, -54, -55, -56, -57, -56, -53, -54, -55, -56, -55, -55, -55, -55, -54, -56, -60, -71, -55, -55, -55, -54, -55, -58, -70, -54, -56, -56, -55, -56, -61, -60, -61, -58, -59, -58, -63, -57, -59, -59, -58, -59, -59, -60, -61, -60, -61, -62, -60, -60, -60, -60, -62, -59, -59, -62, -63, -58, 
